filepath,label,label_id
data/dataset_filtered\Peach__bacterial_spot\06037b42-8f7a-423b-b291-a33e0f3c909c___Rutg._Bact.S_1094.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Banana__Healthy\rotated_by_15_Screen_Shot_2018-06-12_at_9.57.17_PM.png,Banana__Healthy,3
data/dataset_filtered\Tomato_Bacterial_spot\970bbfa4-226c-445c-9212-e3ad3c36138e___GCREC_Bact.Sp_3251.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Potato__Healthy\freshPotato_(208).jpg,Potato__Healthy,22
data/dataset_filtered\Corn___Common_Rust\image_(250).jpg,Corn___Common_Rust,7
data/dataset_filtered\Banana__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_9.20.36_PM.png,Banana__Rotten,4
data/dataset_filtered\Pepper__bell___Bacterial_spot\25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot_1919.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Cherry__healthy\bec69b31-ed99-4555-9bef-b9b851d968cc___JR_HL_9877.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\58fae6d8-bb62-406c-a4d2-684e0a5303e4___YLCV_NREC_2213.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Cucumber__healthy\freshCucumber_(209).jpg,Cucumber__healthy,10
data/dataset_filtered\Soybean__healthy\e7d662fb-6d32-46b9-be14-33a9ff0a6b90___RS_HL_4380.jpg,Soybean__healthy,30
data/dataset_filtered\Potato__Healthy\freshPotato_(567).jpg,Potato__Healthy,22
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1887).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Orange__Healthy\rotated_by_75_Screen_Shot_2018-06-12_at_11.53.43_PM.png,Orange__Healthy,17
data/dataset_filtered\Tomato__bacterial_spot\f8d0bd35-6d9b-4228-b1a0-d47e1ce3ec5f___GCREC_Bact.Sp_5624.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato__late_blight\f401bc9a-3136-40cd-8a6b-99308e7de798___RS_Late.B_5004.jpg,Tomato__late_blight,43
data/dataset_filtered\Potato__Healthy\907f26b7-a14f-463f-a41e-f35d6e0f1417___RS_HL_1757.jpg,Potato__Healthy,22
data/dataset_filtered\Rice___Leaf_Blast\rb_wb_28.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(685).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Tomato_Early_blight\eea79799-a869-4a1f-bfa2-5c85a27716ae___RS_Erly.B_8391.jpg,Tomato_Early_blight,35
data/dataset_filtered\Mango__Rotten\rottenMango_(440).jpg,Mango__Rotten,15
data/dataset_filtered\Apple__Healthy\31c8c28a-ba8f-4869-a623-949d6c67275d___RS_HL_8177.jpg,Apple__Healthy,0
data/dataset_filtered\Potato___Late_Blight\7774658c-0dcb-4b7c-a1fa-573de03373dd___RS_LB_3135.jpg,Potato___Late_Blight,24
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_104049.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Strawberry__healthy\272.jpg,Strawberry__healthy,33
data/dataset_filtered\Rice___Neck_Blast\IMG20201109185442_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato_Bacterial_spot\dc8612c8-6b25-4bf7-b6e8-49b20fda59ee___GCREC_Bact.Sp_3380.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato_Septoria_leaf_spot\04eb9fee-df68-4917-a639-d68e12c08bbc___JR_Sept.L.S_8475.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Tomato__target_spot\62009ea1-a36b-455f-84e0-f60e424d3c05___Com.G_TgS_FL_9924.jpg,Tomato__target_spot,45
data/dataset_filtered\Orange__Rotten\translation_Screen_Shot_2018-06-12_at_11.33.43_PM.png,Orange__Rotten,18
data/dataset_filtered\Grape__black_rot\grape_black_rot3017.jpg,Grape__black_rot,12
data/dataset_filtered\Orange__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_11.36.14_PM.png,Orange__Rotten,18
data/dataset_filtered\Cucumber__healthy\IMG20200629183321.jpg,Cucumber__healthy,10
data/dataset_filtered\Mango__healthy\314.jpg,Mango__healthy,16
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(500).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato__late_blight\014eee0c-8000-4762-b4b8-63ecc2fadc13___GHLB2ES_Leaf_69.1.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\7e0f86f3-9e87-4c37-8d9c-c530c11f5259___UF.GRC_YLCV_Lab_01793.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust951.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Grape__healthy\FreshGrape_(127).jpg,Grape__healthy,13
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(860).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\7152c2e1-dbe2-4fe4-95c2-b7849be6ef76___YLCV_NREC_0133.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Potato___Late_Blight\fabf3179-8fba-4551-93fe-28e7f6c0efc3___RS_LB_3269.jpg,Potato___Late_Blight,24
data/dataset_filtered\Strawberry__healthy\562ea8c6-b573-4f3a-913f-7b621c77d312___RS_HL_2198.jpg,Strawberry__healthy,33
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\9b663836-f45a-4049-a0f5-35a0b3225e42___Com.G_SpM_FL_9309.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\526bc568-af03-4503-9e54-f207342eee85___YLCV_GCREC_2017.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\12ac35fb-6b5b-4b37-9031-bbca2928ffce___FAM_L.Blight_5000.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Apple__Rotten\vertical_flip_Screen_Shot_2018-06-07_at_2.51.37_PM.png,Apple__Rotten,1
data/dataset_filtered\Grape__black_rot\Grape_Black_rot2019.jpg_Horizontally_flip.jpg,Grape__black_rot,12
data/dataset_filtered\Orange__Healthy\saltandpepper_Screen_Shot_2018-06-12_at_11.54.03_PM.png,Orange__Healthy,17
data/dataset_filtered\Strawberry___leaf_scorch\e6a58ef4-f85e-4a73-a5f9-b1ba93d98fd1___RS_L.Scorch_1035.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Grape__black_measles\c495c21c-1ce4-4da9-a737-56d2f30d4ab0___FAM_B.Msls_4072.jpg,Grape__black_measles,11
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\6c4d6408-dbee-49ad-abf1-0d73273b9015___YLCV_GCREC_2186.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust436.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Grape__black_measles\713a3b31-9704-4e8c-a30b-2f113bf48703___FAM_B.Msls_4228.jpg,Grape__black_measles,11
data/dataset_filtered\Peach__bacterial_spot\6e86b32c-179f-4c3a-89a1-3b738b2fb754___Rut._Bact.S_1318.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Apple__Rotten\rottenApple_(226).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\7e67552a-5636-483a-9f95-593b214949d6___UF.GRC_YLCV_Lab_03022.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Tomato_Bacterial_spot\e39108c9-61e6-405a-bad1-84f0d1fbb25b___GCREC_Bact.Sp_5915.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Cherry__powdery_mildew\870231af-5ab9-4bb9-8892-347dabf2cb9d___FREC_Pwd.M_5044.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato__healthy\freshTomato_(87).jpg,Tomato__healthy,42
data/dataset_filtered\Potato___Late_Blight\f7bbae6e-df8d-4f2a-b8b8-52c94d9bf2b5___RS_LB_3212.jpg,Potato___Late_Blight,24
data/dataset_filtered\Grape__black_rot\grape_black_rot2132.jpg,Grape__black_rot,12
data/dataset_filtered\Cherry__healthy\c09a1ad6-e9f5-47cb-ad0c-8ce3a1966073___JR_HL_9710.jpg,Cherry__healthy,5
data/dataset_filtered\Cucumber__healthy\freshCucumber_(446).jpg,Cucumber__healthy,10
data/dataset_filtered\Cherry__powdery_mildew\62e8936d-bd22-43e1-a807-9588131172f0___FREC_Pwd.M_4992.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Grape__black_measles\357f9b61-fb6e-4a4f-9fa4-c3ca396033a1___FAM_B.Msls_4276.jpg,Grape__black_measles,11
data/dataset_filtered\Potato___Early_blight\98de061b-990e-4395-a50a-975c0fab5a4a___RS_Early.B_7394.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato__bacterial_spot\606ad875-f0db-4725-8b4d-d046b6a1405f___GCREC_Bact.Sp_6228.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato__bacterial_spot\776ec720-7e48-4952-b3a4-d2a7b4d7d5f7___GCREC_Bact.Sp_5946.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Rice___Neck_Blast\IMG20201109203935_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\77eaf955-9ae7-4dc7-8fca-5746faa341d2___YLCV_GCREC_5196.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Apple__Healthy\879e60c7-fa8a-421d-ad5d-06a43fa2ae89___RS_HL_7634.jpg,Apple__Healthy,0
data/dataset_filtered\Mango__Rotten\rottenMango_(103).jpg,Mango__Rotten,15
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(2076).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Corn___Common_Rust\image_(349).jpg,Corn___Common_Rust,7
data/dataset_filtered\Tomato__healthy\freshTomato_(143).jpg,Tomato__healthy,42
data/dataset_filtered\Banana__Healthy\rotated_by_15_Screen_Shot_2018-06-12_at_9.51.36_PM.png,Banana__Healthy,3
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\305d5fd0-b63c-41d3-9980-9c6aa808b893___Com.G_SpM_FL_8473.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Strawberry__healthy\d564ec62-6533-4d66-98d6-f60f097d8f6c___RS_HL_4824.jpg,Strawberry__healthy,33
data/dataset_filtered\Grape__healthy\FreshGrape_(142).jpg,Grape__healthy,13
data/dataset_filtered\Cherry__powdery_mildew\25d7583a-4dee-4848-abb9-43029421ec3d___FREC_Pwd.M_4951.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato__bacterial_spot\dfe2d859-22bd-47f3-82f5-b9ea501ab897___GCREC_Bact.Sp_6331.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato__target_spot\d64ed033-f805-4c56-a693-376fae385832___Com.G_TgS_FL_0855.jpg,Tomato__target_spot,45
data/dataset_filtered\Banana__Healthy\rotated_by_60_Screen_Shot_2018-06-12_at_9.58.56_PM.png,Banana__Healthy,3
data/dataset_filtered\Cucumber__healthy\freshCucumber_(58).jpg,Cucumber__healthy,10
data/dataset_filtered\Banana__Healthy\rotated_by_30_Screen_Shot_2018-06-12_at_10.04.54_PM.png,Banana__Healthy,3
data/dataset_filtered\Tomato__target_spot\d8dd0e85-7719-43e2-b886-052356deb7ff___Com.G_TgS_FL_0661.jpg,Tomato__target_spot,45
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(317).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Corn___Common_Rust\image_(249).jpg,Corn___Common_Rust,7
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(992).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato__bacterial_spot\e17ce060-c563-4f08-ad38-e491d5f09688___GCREC_Bact.Sp_5661.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Banana__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_9.07.19_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato_Bacterial_spot\0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp_3560.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\ccc6a4e4-72ae-4f73-bd37-372770ffc1b4___Com.G_SpM_FL_1707.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Strawberry___leaf_scorch\9cf4b587-8733-4b7a-a036-f0559e66f10a___RS_L.Scorch_1467.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Strawberry__healthy\5.jpg,Strawberry__healthy,33
data/dataset_filtered\Tomato__healthy\51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL_Leaf_397.jpg,Tomato__healthy,42
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust739.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato__healthy\7beda862-3964-4839-9d08-b9b3fa27b028___RS_HL_9952.jpg,Tomato__healthy,42
data/dataset_filtered\Soybean__healthy\19a0c6fd-4beb-4000-ace1-b1f17cf61c24___RS_HL_6438.jpg,Soybean__healthy,30
data/dataset_filtered\Corn___Healthy\image_(866).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato_Leaf_Mold\d2102d1d-e4f2-40d3-84aa-7281e053e646___Crnl_L.Mold_9111.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Cherry__healthy\b56db96a-1581-4432-8d44-0d1884912a47___JR_HL_9894.jpg,Cherry__healthy,5
data/dataset_filtered\Apple__Rotten\saltandpepper_Screen_Shot_2018-06-08_at_2.47.37_PM.png,Apple__Rotten,1
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\0250b409-8a29-4a32-a4f3-1b4ae8920e34___YLCV_NREC_2884.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Cucumber__healthy\IMG20200629183337.jpg,Cucumber__healthy,10
data/dataset_filtered\Rice___Healthy\IMG_20190419_173940.jpg,Rice___Healthy,25
data/dataset_filtered\Grape__healthy\13172b3a-e110-4928-b396-04db23cf85c6___Mt.N.V_HL_8924.jpg,Grape__healthy,13
data/dataset_filtered\Tomato__healthy\c4238856-a924-4621-a4eb-3f34668aa23c___RS_HL_0592.jpg,Tomato__healthy,42
data/dataset_filtered\Apple__Healthy\freshApple_(446).png,Apple__Healthy,0
data/dataset_filtered\Tomato__septoria_leaf_spot\fcd7b23f-81f6-4e31-9c8f-66dc04a44f2c___Keller.St_CG_1826.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Corn___Common_Rust\image_(229).jpg,Corn___Common_Rust,7
data/dataset_filtered\Orange__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_11.41.26_PM.png,Orange__Rotten,18
data/dataset_filtered\Pepper__bell___healthy\fe682576-9a9b-40c9-a875-62af05d3bc1e___JR_HL_7984.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Cherry__healthy\185054fb-77dd-4c64-8d76-d1f061da173f___JR_HL_9797.jpg,Cherry__healthy,5
data/dataset_filtered\Strawberry___leaf_scorch\6b5b0495-3fa5-4da0-894b-3a0ec775a0fd___RS_L.Scorch_1233.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato__late_blight\aa48f118-9636-4320-99d5-a2a668038683___GHLB2_Leaf_8601.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato_Late_blight\7d6954fd-a818-44e6-976e-8c817d729a86___RS_Late.B_4973.jpg,Tomato_Late_blight,36
data/dataset_filtered\Tomato__target_spot\8008e245-fb5d-49e8-82d9-82f3efce0ece___Com.G_TgS_FL_0702.jpg,Tomato__target_spot,45
data/dataset_filtered\Strawberry___leaf_scorch\8408f04f-8155-403e-8906-f446f4d40acb___RS_L.Scorch_1476.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato__healthy\freshTomato_(201).jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Septoria_leaf_spot\b920869f-134b-42ac-813e-74beb0083fdc___Matt.S_CG_7468.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Orange__Healthy\vertical_flip_Screen_Shot_2018-06-13_at_12.09.05_AM.png,Orange__Healthy,17
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2431).jpg,Soybean__caterpillar,28
data/dataset_filtered\Corn___Healthy\image_(92).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato_Septoria_leaf_spot\c8bccda1-45c8-4c33-b293-6c4e538bbc74___JR_Sept.L.S_8361.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Tomato_Leaf_Mold\6bb7b9f1-7f75-4cf4-a949-cf779a171417___Crnl_L.Mold_6958.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Peach__bacterial_spot\b8cef58e-b325-484e-850f-50943caf4c3c___Rutg._Bact.S_2150.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust703.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Cucumber__healthy\photo_2020-06-28_00-09-41.jpg,Cucumber__healthy,10
data/dataset_filtered\Tomato_Early_blight\3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B_6494.jpg,Tomato_Early_blight,35
data/dataset_filtered\Rice___Neck_Blast\IMG20201109213736_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_134941.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Tomato_Septoria_leaf_spot\ff3ff139-ca11-4e48-b78e-29147bec8ae4___Keller.St_CG_1981.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust1111.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\8c5009eb-dad7-4fd2-8a7c-83d1d0379812___YLCV_GCREC_5161.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\1954b3c0-6f93-40ee-9618-4efafe5d7b87___Com.G_SpM_FL_8961.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Cucumber__healthy\freshCucumber_(391).jpg,Cucumber__healthy,10
data/dataset_filtered\Orange__Healthy\Screen_Shot_2018-06-13_at_12.19.43_AM.png,Orange__Healthy,17
data/dataset_filtered\Tomato__healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL_0555.jpg,Tomato__healthy,42
data/dataset_filtered\Grape__black_measles\ee6d868f-c7a2-400c-aa5e-2e8adeae885a___FAM_B.Msls_4159.jpg,Grape__black_measles,11
data/dataset_filtered\Tomato__healthy\6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL_0168.jpg,Tomato__healthy,42
data/dataset_filtered\Corn___Common_Rust\image_(869).jpg,Corn___Common_Rust,7
data/dataset_filtered\Orange__Rotten\rottenOrange_(384).jpg,Orange__Rotten,18
data/dataset_filtered\Banana__Rotten\vertical_flip_Screen_Shot_2018-06-12_at_9.02.24_PM.png,Banana__Rotten,4
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_162839.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Peach__bacterial_spot\8d284a8b-24ba-4735-a4e7-6faf2d6b3579___Rutg._Bact.S_1121.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Corn___Healthy\image_(223).jpg,Corn___Healthy,8
data/dataset_filtered\Rice___Healthy\IMG_20190419_141359.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato__target_spot\ae99a329-896d-4ff7-82d8-b6431a5255cf___Com.G_TgS_FL_9714.jpg,Tomato__target_spot,45
data/dataset_filtered\Orange__Rotten\rottenOrange_(296).jpg,Orange__Rotten,18
data/dataset_filtered\Banana__Healthy\rotated_by_30_Screen_Shot_2018-06-12_at_9.45.28_PM.png,Banana__Healthy,3
data/dataset_filtered\Tomato__healthy\4ff86e18-434e-4d1d-819c-c40c908e064a___RS_HL_0273.jpg,Tomato__healthy,42
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(894).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\82306885-f863-4d0c-983b-9c479a0ff83f___Com.G_SpM_FL_9478.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Potato___Early_blight\8ff3274d-02b2-4859-9415-982aa4ec7d8c___RS_Early.B_7465.jpg,Potato___Early_blight,23
data/dataset_filtered\Cherry__healthy\fc52c53b-c73d-4b4e-a35c-0cbbc2e644f3___JR_HL_9453.jpg,Cherry__healthy,5
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1864).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato__septoria_leaf_spot\a3938779-9d9f-4e45-a397-7b5abd13f6ba___JR_Sept.L.S_2700.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\2b86b68a-c9a0-4b37-82b6-667de062f30f___Com.G_SpM_FL_8580.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\290d4052-6ab6-4606-9b76-c67f243d3143___YLCV_GCREC_2881.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Grape__black_measles\1e505833-0c67-447c-96c4-40ac841e275b___FAM_B.Msls_3920.jpg,Grape__black_measles,11
data/dataset_filtered\Cucumber__healthy\freshCucumber_(410).jpg,Cucumber__healthy,10
data/dataset_filtered\Cherry__healthy\803bd9cd-93bc-4431-9b9b-e8980a45d350___JR_HL_9748.jpg,Cherry__healthy,5
data/dataset_filtered\Potato___Early_blight\82654962-5b0d-44ed-9ca4-84be55ba23a6___RS_Early.B_6877.jpg,Potato___Early_blight,23
data/dataset_filtered\Potato___Late_Blight\a6623827-bcdc-40ed-81e6-5cde1a1da997___RS_LB_3179.jpg,Potato___Late_Blight,24
data/dataset_filtered\Corn___Common_Rust\image_(147).jpg,Corn___Common_Rust,7
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\8491d0bb-bfd5-4b07-9a49-282b62f9f768___UF.GRC_YLCV_Lab_01710.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Tomato__septoria_leaf_spot\51d6b8c9-bc02-4658-be7a-31ed36c173e4___JR_Sept.L.S_8460.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Tomato__target_spot\15b9da1b-5047-4f10-97c2-b181e4842466___Com.G_TgS_FL_1007.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato__septoria_leaf_spot\972264b7-6644-4e88-b1a7-fac8a1d4e139___Matt.S_CG_7649.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Tomato_Late_blight\a5af0d83-aba8-4353-bfa4-ea4f959d9787___GHLB2_Leaf_9052.jpg,Tomato_Late_blight,36
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust878.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Mango__healthy\0001_0137.jpg,Mango__healthy,16
data/dataset_filtered\Orange__Rotten\saltandpepper_Screen_Shot_2018-06-12_at_11.37.00_PM.png,Orange__Rotten,18
data/dataset_filtered\Tomato_Leaf_Mold\60c13496-85a3-4c97-8242-d7c61bdd3a1f___Crnl_L.Mold_6936.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust507.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust145.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Grape__healthy\ac6f22f2-1bdf-4bb3-8710-dd964a9f343a___Mt.N.V_HL_8913.jpg,Grape__healthy,13
data/dataset_filtered\Tomato__healthy\freshTomato_(20).png,Tomato__healthy,42
data/dataset_filtered\Tomato__septoria_leaf_spot\029c0186-56f1-41de-bb6b-3743bdfb10ee___JR_Sept.L.S_8562.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Rice___Healthy\IMG_20190424_133238.jpg,Rice___Healthy,25
data/dataset_filtered\Mango__Rotten\alternaria_094.jpg,Mango__Rotten,15
data/dataset_filtered\Tomato__bacterial_spot\871cb1d1-91e5-4f1b-b0c0-a7055b8e90e1___GCREC_Bact.Sp_3789.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Apple__Rotten\rotated_by_45_Screen_Shot_2018-06-08_at_2.44.54_PM.png,Apple__Rotten,1
data/dataset_filtered\Rice___Neck_Blast\IMG20201109211215_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Apple__Healthy\e7de79f6-05b5-4f79-8b00-b6c212bea3cd___RS_HL_7699.jpg,Apple__Healthy,0
data/dataset_filtered\Apple__Healthy\9b958d1b-ef54-4290-9636-4aa08eb55dda___RS_HL_5843.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato_Late_blight\1058d7d2-1b7d-40cc-ab26-95b2da23198b___RS_Late.B_4964.jpg,Tomato_Late_blight,36
data/dataset_filtered\Mango__Rotten\rottenMango_(21).jpg,Mango__Rotten,15
data/dataset_filtered\Cherry__powdery_mildew\d1ccd6ea-f7cd-45a5-801d-5aeed1c13cb6___FREC_Pwd.M_4974.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato_Leaf_Mold\e7e687ae-c2f1-4ab4-9726-fe9ee5c1c889___Crnl_L.Mold_8765.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust843.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Tomato__septoria_leaf_spot\b796dc4b-a648-4acf-8965-ad3018fd47b0___Matt.S_CG_1432.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_135852.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2972).jpg,Soybean__caterpillar,28
data/dataset_filtered\Soybean__caterpillar\caterpillar_(398).jpg,Soybean__caterpillar,28
data/dataset_filtered\Apple__Healthy\44d0b31c-72e0-4a8f-9c3b-64051dab5d2e___RS_HL_7856.jpg,Apple__Healthy,0
